(201 , 205 , 200),
(213 , 218 , 214),
(194 , 199 , 193),
(202 , 206 , 206),
(214 , 221 , 204),
(188 , 194 , 200),
(172 , 182 , 190),
(92 , 99 , 158),
(194 , 183 , 197),
(102 , 108 , 159),
(163 , 159 , 173),
(126 , 128 , 168),
(80 , 90 , 148),
(154 , 169 , 185),
(82 , 72 , 139),
(147 , 146 , 168),
(112 , 121 , 161),
(105 , 90 , 139),
(170 , 176 , 179),
(136 , 144 , 173),
(178 , 183 , 196),
(192 , 194 , 194),
(47 , 21 , 81),
(183 , 184 , 177),
(78 , 80 , 139),
(139 , 129 , 154),
(117 , 107 , 148),
(85 , 125 , 191),
(136 , 38 , 86),
(214 , 217 , 210),
(106 , 115 , 163),
(140 , 159 , 185),
(89 , 72 , 122),
(158 , 153 , 163),
(108 , 93 , 157),
(183 , 190 , 187),
(111 , 126 , 187),
(129 , 142 , 167),
(171 , 161 , 194),
(72 , 56 , 136),
(127 , 114 , 148),
(178 , 62 , 83),
(49 , 28 , 97),
(152 , 140 , 149),
(77 , 95 , 166),
(96 , 83 , 132),
(166 , 170 , 191),
(123 , 140 , 175),
(174 , 165 , 180),
(185 , 197 , 206),
(103 , 92 , 148),
(92 , 88 , 150),
(75 , 81 , 152),
(84 , 77 , 135),
(36 , 11 , 74),
(208 , 194 , 188),
(68 , 48 , 108),
(123 , 97 , 125),
(165 , 166 , 171),
(131 , 130 , 162),
(182 , 57 , 79),
(154 , 143 , 161),
(120 , 31 , 83),
(111 , 119 , 170),
(154 , 172 , 199),
(50 , 39 , 94),
(202 , 200 , 195),
(135 , 114 , 138),
(84 , 116 , 185),
(57 , 58 , 124),
(151 , 153 , 186),
(99 , 74 , 113),
(115 , 117 , 163),
(62 , 68 , 144),
(144 , 121 , 162),
(133 , 37 , 77),
(103 , 123 , 188),
(116 , 138 , 191),
(188 , 83 , 94),
(165 , 152 , 166),
(88 , 100 , 163),
(54 , 47 , 116),
(129 , 105 , 129),
(107 , 102 , 159),
(172 , 53 , 81),
(97 , 123 , 187),
(163 , 181 , 202),
(39 , 8 , 72),
(215 , 0 , 208),
(133 , 139 , 179),
(107 , 69 , 124),
(211 , 213 , 203),
(138 , 47 , 84),
(140 , 156 , 191),
(62 , 39 , 88),
(189 , 177 , 177),
(58 , 58 , 133),
(224 , 227 , 220),
(159 , 175 , 194),
(118 , 35 , 87),
(122 , 108 , 156),
(77 , 65 , 113),
(115 , 91 , 115),
(122 , 144 , 184),
(153 , 150 , 178),
(159 , 122 , 142),
(87 , 70 , 130),
(73 , 72 , 137),
(108 , 83 , 142),
(148 , 161 , 187),
(52 , 27 , 77),
(80 , 119 , 189),
(31 , 125 , 34),
(71 , 58 , 128),
(190 , 75 , 90),
(174 , 191 , 208),
(91 , 68 , 114),
(79 , 45 , 93),
(188 , 203 , 203),
(115 , 127 , 177),
(83 , 101 , 160),
(133 , 122 , 164),
(91 , 68 , 135),
(54 , 61 , 143),
(159 , 50 , 79),
(65 , 60 , 138),
(127 , 34 , 85),
(177 , 194 , 197),
