(90 , 21 , 64),
(172 , 64 , 77),
(207 , 92 , 91),
(205 , 133 , 122),
(98 , 27 , 70),
(220 , 115 , 104),
(181 , 72 , 82),
(200 , 92 , 87),
(86 , 14 , 58),
(203 , 131 , 127),
(223 , 123 , 115),
(219 , 105 , 103),
(233 , 145 , 119),
(169 , 63 , 82),
(184 , 82 , 93),
(98 , 26 , 58),
(153 , 54 , 74),
(230 , 128 , 109),
(191 , 120 , 120),
(206 , 104 , 105),
(212 , 142 , 129),
(224 , 192 , 176),
(195 , 90 , 85),
(133 , 46 , 71),
(116 , 34 , 66),
(86 , 9 , 58),
(89 , 23 , 72),
(220 , 97 , 94),
(195 , 98 , 101),
(94 , 35 , 78),
(165 , 60 , 70),
(245 , 201 , 153),
(228 , 119 , 104),
(195 , 134 , 120),
(236 , 156 , 123),
(186 , 70 , 84),
(217 , 181 , 169),
(228 , 199 , 186),
(228 , 132 , 123),
(176 , 63 , 88),
(102 , 26 , 62),
(221 , 174 , 160),
(215 , 90 , 94),
(211 , 142 , 121),
(109 , 41 , 80),
(235 , 195 , 182),
(140 , 38 , 63),
(213 , 113 , 117),
(184 , 108 , 112),
(152 , 49 , 69),
(191 , 82 , 78),
(207 , 109 , 99),
(207 , 78 , 82),
(242 , 207 , 163),
(219 , 153 , 138),
(237 , 146 , 109),
(217 , 124 , 111),
(146 , 67 , 87),
(224 , 109 , 111),
(166 , 78 , 89),
(170 , 54 , 75),
(199 , 109 , 112),
(137 , 57 , 76),
(231 , 137 , 130),
(211 , 163 , 155),
(220 , 105 , 95),
(186 , 113 , 121),
(228 , 203 , 191),
(185 , 92 , 95),
(176 , 67 , 79),
(124 , 36 , 62),
(228 , 185 , 167),
(228 , 113 , 100),
(81 , 8 , 63),
(221 , 128 , 95),
(237 , 159 , 119),
(97 , 32 , 83),
(236 , 182 , 131),
(112 , 44 , 92),
(204 , 119 , 117),
(225 , 151 , 133),
(213 , 94 , 106),
(198 , 82 , 95),
(228 , 127 , 117),
(85 , 26 , 70),
(205 , 143 , 142),
(112 , 29 , 59),
(97 , 14 , 66),
(158 , 51 , 62),
(246 , 205 , 149),
(96 , 24 , 65),
(237 , 194 , 149),
(199 , 129 , 118),
(116 , 51 , 101),
(213 , 146 , 150),
(77 , 15 , 69),
(170 , 61 , 65),
(175 , 80 , 87),
(236 , 208 , 187),
(227 , 165 , 142),
(109 , 17 , 52),
(234 , 136 , 115),
(149 , 68 , 81),
(232 , 188 , 171),
(183 , 122 , 119),
(156 , 79 , 96),
(120 , 63 , 110),
(171 , 106 , 113),
(144 , 40 , 66),
(191 , 94 , 114),
(225 , 138 , 140),
(205 , 88 , 84),
(132 , 77 , 127),
(72 , 10 , 54),
(181 , 98 , 98),
(175 , 71 , 83),
(139 , 48 , 81),
(224 , 127 , 105),
(211 , 91 , 86),
(228 , 177 , 156),
(118 , 40 , 86),
(195 , 78 , 79),
(239 , 162 , 129),
(99 , 23 , 77),
(224 , 128 , 112),
(236 , 199 , 155),
(168 , 61 , 74),
(225 , 195 , 183),
(211 , 137 , 107),
(239 , 154 , 111),
(233 , 152 , 144),
(239 , 184 , 167),
(120 , 34 , 70),
(101 , 42 , 80),
(224 , 164 , 150),
(219 , 122 , 130),
(136 , 91 , 141),
(119 , 20 , 58),
(240 , 203 , 189),
