(176 , 67 , 79),
(90 , 17 , 57),
(206 , 97 , 96),
(102 , 24 , 68),
(87 , 24 , 67),
(205 , 136 , 128),
(224 , 128 , 112),
(204 , 90 , 94),
(173 , 59 , 75),
(94 , 19 , 60),
(224 , 113 , 107),
(98 , 26 , 58),
(236 , 154 , 117),
(218 , 110 , 101),
(175 , 71 , 83),
(212 , 142 , 129),
(229 , 135 , 108),
(92 , 27 , 69),
(220 , 97 , 94),
(204 , 82 , 87),
(158 , 59 , 78),
(79 , 16 , 54),
(186 , 76 , 89),
(169 , 63 , 82),
(207 , 103 , 101),
(197 , 129 , 124),
(84 , 22 , 62),
(209 , 96 , 88),
(210 , 135 , 125),
(224 , 102 , 99),
(193 , 78 , 89),
(222 , 198 , 185),
(152 , 49 , 69),
(193 , 85 , 91),
(179 , 83 , 87),
(185 , 74 , 78),
(214 , 130 , 120),
(224 , 192 , 176),
(85 , 12 , 64),
(200 , 87 , 82),
(207 , 131 , 115),
(101 , 34 , 80),
(193 , 90 , 97),
(216 , 105 , 109),
(231 , 140 , 119),
(172 , 64 , 77),
(224 , 122 , 107),
(234 , 136 , 115),
(159 , 56 , 73),
(241 , 204 , 154),
(237 , 161 , 124),
(102 , 26 , 62),
(221 , 180 , 162),
(96 , 24 , 65),
(221 , 183 , 174),
(105 , 26 , 64),
(224 , 135 , 114),
(130 , 41 , 67),
(210 , 94 , 96),
(145 , 45 , 64),
(191 , 125 , 121),
(223 , 123 , 115),
(90 , 21 , 64),
(155 , 55 , 68),
(228 , 119 , 104),
(86 , 16 , 52),
(193 , 123 , 111),
(221 , 112 , 97),
(236 , 151 , 108),
(194 , 75 , 83),
(113 , 36 , 72),
(111 , 34 , 63),
(179 , 75 , 87),
(200 , 122 , 125),
(94 , 35 , 78),
(127 , 47 , 73),
(219 , 187 , 169),
(178 , 117 , 116),
(169 , 73 , 87),
(102 , 35 , 73),
(202 , 102 , 108),
(211 , 138 , 131),
(228 , 132 , 123),
(209 , 86 , 87),
(189 , 81 , 88),
(232 , 151 , 126),
(184 , 63 , 77),
(240 , 203 , 189),
(216 , 94 , 91),
(97 , 28 , 64),
(207 , 92 , 91),
(112 , 29 , 59),
(203 , 131 , 127),
(228 , 199 , 186),
(211 , 98 , 93),
(212 , 166 , 160),
(86 , 27 , 77),
(239 , 185 , 134),
(236 , 158 , 114),
(206 , 104 , 114),
(206 , 137 , 116),
(226 , 192 , 180),
(233 , 128 , 98),
(193 , 113 , 117),
(76 , 15 , 59),
(205 , 112 , 117),
(103 , 39 , 84),
(250 , 211 , 158),
(142 , 54 , 76),
(122 , 40 , 69),
(104 , 19 , 54),
(171 , 60 , 71),
(86 , 14 , 58),
(199 , 97 , 103),
(74 , 9 , 59),
(207 , 131 , 120),
(221 , 190 , 179),
(223 , 137 , 133),
(241 , 192 , 181),
(80 , 20 , 72),
(165 , 67 , 86),
(195 , 84 , 82),
(109 , 36 , 77),
(240 , 204 , 159),
(191 , 82 , 78),
(223 , 205 , 189),
(216 , 124 , 105),
(236 , 149 , 114),
(139 , 49 , 73),
(81 , 14 , 59),
(205 , 88 , 84),
(221 , 128 , 120),
(208 , 141 , 125),
(224 , 109 , 101),
(182 , 85 , 90),
(237 , 136 , 104),
(105 , 36 , 66),
(214 , 149 , 141),
(221 , 119 , 110),
(183 , 122 , 119),
(218 , 166 , 149),
(236 , 199 , 155),
(219 , 102 , 91),
(124 , 36 , 62),
(190 , 92 , 105),
(180 , 65 , 74),
(199 , 135 , 124),
(238 , 205 , 169),
(114 , 22 , 56),
(237 , 182 , 171),
(112 , 44 , 92),
(200 , 83 , 83),
(211 , 137 , 119),
(151 , 60 , 78),
(217 , 113 , 109),
(236 , 182 , 131),
(163 , 54 , 68),
(234 , 210 , 196),
(240 , 193 , 144),
(183 , 80 , 99),
(177 , 110 , 115),
(211 , 147 , 128),
(218 , 100 , 98),
(215 , 172 , 165),
(94 , 22 , 69),
(202 , 126 , 112),
(197 , 132 , 130),
(137 , 34 , 65),
(173 , 70 , 77),
