(71 , 72 , 61),
(111 , 129 , 103),
(131 , 178 , 206),
(155 , 163 , 123),
(148 , 188 , 188),
(230 , 81 , 59),
(75 , 82 , 82),
(36 , 40 , 27),
(115 , 129 , 83),
(175 , 192 , 172),
(98 , 127 , 139),
(98 , 89 , 95),
(188 , 164 , 97),
(237 , 60 , 37),
(144 , 188 , 223),
(114 , 111 , 51),
(189 , 155 , 65),
(164 , 137 , 131),
(196 , 115 , 122),
(114 , 56 , 41),
(185 , 174 , 169),
(97 , 181 , 237),
(81 , 97 , 89),
(231 , 67 , 50),
(188 , 106 , 49),
(64 , 106 , 148),
(64 , 50 , 54),
(139 , 130 , 138),
(16 , 7 , 23),
(92 , 150 , 179),
(97 , 81 , 44),
(73 , 63 , 32),
