(87 , 121 , 70),
(101 , 148 , 105),
(167 , 67 , 52),
(87 , 124 , 90),
(139 , 133 , 105),
(96 , 69 , 57),
(66 , 84 , 47),
(184 , 199 , 177),
(155 , 82 , 71),
(127 , 170 , 153),
(211 , 178 , 39),
(211 , 204 , 197),
(121 , 117 , 109),
(77 , 80 , 65),
(196 , 181 , 169),
(220 , 84 , 66),
(119 , 151 , 166),
(207 , 231 , 235),
(102 , 145 , 86),
(211 , 184 , 58),
(201 , 107 , 88),
(167 , 149 , 147),
(169 , 75 , 63),
(58 , 137 , 142),
(151 , 69 , 56),
(121 , 131 , 106),
(196 , 172 , 174),
(83 , 171 , 183),
(43 , 22 , 16),
(65 , 110 , 101),
(204 , 87 , 72),
(107 , 79 , 69),
