(73 , 96 , 63),
(46 , 47 , 27),
(119 , 182 , 227),
(99 , 110 , 90),
(235 , 65 , 45),
(114 , 127 , 81),
(66 , 48 , 32),
(114 , 135 , 131),
(131 , 155 , 123),
(179 , 198 , 207),
(148 , 179 , 172),
(48 , 56 , 67),
(164 , 164 , 164),
(64 , 106 , 98),
(130 , 147 , 155),
(164 , 144 , 70),
(147 , 163 , 89),
(114 , 129 , 103),
(30 , 40 , 48),
(233 , 71 , 23),
(109 , 172 , 212),
(111 , 120 , 53),
(72 , 83 , 45),
(204 , 156 , 49),
(230 , 89 , 97),
(162 , 191 , 211),
(139 , 126 , 52),
(92 , 150 , 179),
(171 , 188 , 115),
(131 , 177 , 206),
(98 , 83 , 43),
(189 , 130 , 138),
(139 , 163 , 150),
(47 , 49 , 49),
(53 , 81 , 97),
(84 , 106 , 126),
(135 , 150 , 97),
(196 , 186 , 92),
(71 , 71 , 35),
(184 , 196 , 123),
(235 , 57 , 8),
(74 , 82 , 86),
(26 , 43 , 23),
(81 , 118 , 90),
(221 , 105 , 106),
(164 , 179 , 146),
(98 , 127 , 139),
(223 , 81 , 83),
(23 , 25 , 16),
(138 , 139 , 115),
(196 , 81 , 73),
(205 , 131 , 40),
(143 , 105 , 41),
(161 , 160 , 83),
(56 , 92 , 57),
(189 , 155 , 65),
(98 , 89 , 95),
(131 , 65 , 48),
(64 , 106 , 148),
(148 , 189 , 189),
(142 , 167 , 188),
(212 , 131 , 138),
(217 , 61 , 31),
(196 , 155 , 148),
