(197 , 49 , 40),
(207 , 54 , 41),
(45 , 0 , 0),
(65 , 0 , 2),
(196 , 41 , 33),
(184 , 203 , 83),
(176 , 189 , 81),
(177 , 35 , 38),
(199 , 55 , 35),
(157 , 179 , 81),
(124 , 175 , 86),
(200 , 208 , 88),
(148 , 16 , 18),
(74 , 6 , 2),
(169 , 192 , 78),
(137 , 185 , 80),
(121 , 170 , 77),
(216 , 58 , 45),
(141 , 164 , 77),
(190 , 32 , 36),
(131 , 187 , 98),
(180 , 200 , 89),
(157 , 25 , 34),
(123 , 154 , 66),
(181 , 45 , 42),
(109 , 139 , 65),
(173 , 209 , 94),
(146 , 185 , 87),
(91 , 0 , 4),
(189 , 205 , 103),
(139 , 13 , 18),
(71 , 2 , 11),
(113 , 175 , 87),
(119 , 120 , 59),
(196 , 223 , 197),
(202 , 52 , 42),
(183 , 55 , 37),
(194 , 206 , 78),
(108 , 166 , 73),
(164 , 205 , 90),
(123 , 145 , 70),
(123 , 185 , 92),
(162 , 189 , 80),
(122 , 164 , 89),
(192 , 221 , 184),
(164 , 35 , 40),
(152 , 170 , 67),
(198 , 42 , 40),
(152 , 16 , 21),
(183 , 195 , 72),
(118 , 101 , 52),
(85 , 13 , 9),
(201 , 211 , 103),
(146 , 197 , 84),
(109 , 127 , 64),
(145 , 192 , 109),
(144 , 19 , 28),
(188 , 213 , 165),
(109 , 159 , 88),
(212 , 46 , 43),
(123 , 190 , 105),
(202 , 225 , 210),
(101 , 156 , 68),
(72 , 0 , 0),
(196 , 37 , 43),
(195 , 53 , 32),
(175 , 26 , 25),
(110 , 80 , 48),
(214 , 70 , 45),
(150 , 178 , 87),
(179 , 209 , 115),
(169 , 42 , 32),
(122 , 113 , 57),
(131 , 167 , 67),
(143 , 36 , 35),
(121 , 129 , 71),
(119 , 182 , 77),
(205 , 57 , 35),
(107 , 113 , 61),
(123 , 6 , 15),
(204 , 199 , 81),
(139 , 192 , 105),
(161 , 192 , 96),
(186 , 76 , 46),
(95 , 139 , 64),
(130 , 12 , 23),
(163 , 181 , 89),
(115 , 60 , 35),
(191 , 26 , 34),
(133 , 173 , 96),
(103 , 39 , 29),
(189 , 216 , 159),
(119 , 89 , 52),
(196 , 209 , 141),
(104 , 6 , 12),
(208 , 49 , 31),
(113 , 185 , 97),
(197 , 203 , 120),
(107 , 164 , 94),
(199 , 55 , 40),
(184 , 219 , 192),
(123 , 162 , 64),
(193 , 56 , 43),
(104 , 148 , 76),
(208 , 57 , 46),
(192 , 196 , 100),
(136 , 170 , 77),
(131 , 179 , 107),
(20 , 0 , 0),
(137 , 195 , 125),
(203 , 31 , 31),
(177 , 212 , 130),
(142 , 159 , 70),
(143 , 24 , 37),
(186 , 210 , 146),
(146 , 195 , 96),
(161 , 174 , 73),
(172 , 211 , 103),
(135 , 150 , 61),
(93 , 24 , 23),
(131 , 137 , 58),
(173 , 59 , 42),
(91 , 123 , 56),
(181 , 198 , 78),
(78 , 1 , 10),
(107 , 63 , 37),
(156 , 199 , 114),
(201 , 216 , 192),
(145 , 190 , 75),
(188 , 40 , 42),
(119 , 85 , 40),
(186 , 49 , 32),
(165 , 29 , 41),
(153 , 11 , 12),
(176 , 205 , 149),
(102 , 117 , 47),
(107 , 100 , 42),
(133 , 97 , 51),
(197 , 224 , 182),
(122 , 152 , 82),
(104 , 170 , 78),
(170 , 201 , 114),
(116 , 143 , 56),
(131 , 199 , 118),
(158 , 26 , 23),
(39 , 2 , 0),
(198 , 193 , 61),
(55 , 8 , 2),
(103 , 3 , 1),
(123 , 188 , 86),
(97 , 8 , 16),
(127 , 29 , 27),
(202 , 49 , 53),
(103 , 141 , 54),
(107 , 20 , 17),
(209 , 48 , 41),
(156 , 205 , 129),
(203 , 206 , 105),
(89 , 134 , 56),
(152 , 193 , 98),
(176 , 193 , 100),
(120 , 118 , 68),
(221 , 77 , 62),
(128 , 64 , 40),
(95 , 10 , 1),
(201 , 38 , 37),
(193 , 222 , 217),
(126 , 45 , 32),
(192 , 30 , 31),
(103 , 49 , 39),
(196 , 213 , 163),
(118 , 134 , 74),
(166 , 30 , 25),
(168 , 212 , 186),
(171 , 55 , 45),
(172 , 186 , 86),
(114 , 36 , 34),
(80 , 16 , 23),
(160 , 205 , 161),
(105 , 97 , 48),
(164 , 186 , 76),
(140 , 160 , 60),
(121 , 166 , 105),
(208 , 217 , 206),
(168 , 205 , 85),
(101 , 174 , 86),
(155 , 21 , 20),
(198 , 193 , 72),
(115 , 131 , 52),
(197 , 226 , 175),
(189 , 38 , 33),
(114 , 147 , 85),
(135 , 190 , 85),
(154 , 51 , 34),
(190 , 71 , 44),
(184 , 61 , 51),
(179 , 219 , 206),
(152 , 183 , 70),
(184 , 210 , 126),
(193 , 200 , 121),
(153 , 200 , 82),
(197 , 205 , 101),
(116 , 168 , 63),
(184 , 218 , 146),
(148 , 139 , 62),
(115 , 143 , 75),
(199 , 206 , 187),
(143 , 196 , 146),
(170 , 208 , 109),
(183 , 218 , 176),
(135 , 108 , 62),
(163 , 15 , 22),
(152 , 209 , 172),
(217 , 84 , 50),
(98 , 56 , 29),
(143 , 200 , 124),
(184 , 27 , 26),
(159 , 183 , 78),
(96 , 76 , 41),
(142 , 181 , 105),
(104 , 121 , 61),
(111 , 165 , 80),
(141 , 29 , 30),
(136 , 122 , 62),
(97 , 0 , 0),
(123 , 90 , 46),
(117 , 72 , 48),
(118 , 6 , 3),
(133 , 157 , 87),
(214 , 64 , 57),
(128 , 18 , 17),
(209 , 224 , 212),
(142 , 172 , 63),
(96 , 89 , 46),
(88 , 23 , 12),
(109 , 118 , 47),
(133 , 18 , 33),
(190 , 211 , 89),
(144 , 64 , 29),
(180 , 88 , 44),
(165 , 180 , 70),
(65 , 16 , 1),
(198 , 224 , 217),
(94 , 137 , 74),
(192 , 200 , 97),
(156 , 177 , 87),
(209 , 50 , 46),
(170 , 208 , 125),
(156 , 42 , 46),
(199 , 210 , 166),
(209 , 193 , 175),
(155 , 206 , 100),
(97 , 135 , 52),
(197 , 203 , 151),
(114 , 180 , 98),
(104 , 78 , 30),
